raw_text,aspectTerms
The amount of homework assigned is overwhelming every week.,"[{'term': 'motivation', 'polarity': 'negative'}]"
The amount of homework assigned is overwhelming every week.,"[{'term': 'organization', 'polarity': 'negative'}]"
"Although there is a lot of homework each week, it really helps me understand the material better.","[{'term': 'instructor', 'polarity': 'positive'}]"
"Although there is a lot of homework each week, it really helps me understand the material better.","[{'term': 'content quality', 'polarity': 'positive'}]"
"Although there is a lot of homework each week, it really helps me understand the material better.","[{'term': 'motivation', 'polarity': 'positive'}]"
"Although there is a lot of homework each week, it really helps me understand the material better.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I feel like the homework is consistent every week, but it sometimes feels unnecessary.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I feel like the homework is consistent every week, but it sometimes feels unnecessary.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I feel like the homework is consistent every week, but it sometimes feels unnecessary.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I feel like the homework is consistent every week, but it sometimes feels unnecessary.","[{'term': 'organization', 'polarity': 'negative'}]"
You explain complex topics clearly and with enthusiasm.,"[{'term': 'instructor', 'polarity': 'positive'}]"
You explain complex topics clearly and with enthusiasm.,"[{'term': 'content quality', 'polarity': 'positive'}]"
You explain complex topics clearly and with enthusiasm.,"[{'term': 'motivation', 'polarity': 'positive'}]"
You explain complex topics clearly and with enthusiasm.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"While I admire your passion, I feel the course lacks structure and direction.","[{'term': 'instructor', 'polarity': 'positive'}]"
"While I admire your passion, I feel the course lacks structure and direction.","[{'term': 'content quality', 'polarity': 'negative'}]"
"While I admire your passion, I feel the course lacks structure and direction.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"While I admire your passion, I feel the course lacks structure and direction.","[{'term': 'organization', 'polarity': 'negative'}]"
"Your lectures are engaging, but sometimes we don't cover all the material in time.","[{'term': 'instructor', 'polarity': 'positive'}]"
"Your lectures are engaging, but sometimes we don't cover all the material in time.","[{'term': 'content quality', 'polarity': 'positive'}]"
"Your lectures are engaging, but sometimes we don't cover all the material in time.","[{'term': 'motivation', 'polarity': 'positive'}]"
"Your lectures are engaging, but sometimes we don't cover all the material in time.","[{'term': 'organization', 'polarity': 'negative'}]"
"The instructor was always available for questions, which really helped me grasp the course material better.","[{'term': 'instructor', 'polarity': 'positive'}]"
"The instructor was always available for questions, which really helped me grasp the course material better.","[{'term': 'content quality', 'polarity': 'positive'}]"
"The instructor was always available for questions, which really helped me grasp the course material better.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The instructor was always available for questions, which really helped me grasp the course material better.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I found the content quality to be lacking, as many resources were outdated and not relevant to the current trends in technology.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I found the content quality to be lacking, as many resources were outdated and not relevant to the current trends in technology.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I found the content quality to be lacking, as many resources were outdated and not relevant to the current trends in technology.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I found the content quality to be lacking, as many resources were outdated and not relevant to the current trends in technology.","[{'term': 'organization', 'polarity': 'neutral'}]"
"The course was well-structured, but I sometimes struggled with my organization due to the number of assignments.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"The course was well-structured, but I sometimes struggled with my organization due to the number of assignments.","[{'term': 'content quality', 'polarity': 'positive'}]"
"The course was well-structured, but I sometimes struggled with my organization due to the number of assignments.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The course was well-structured, but I sometimes struggled with my organization due to the number of assignments.","[{'term': 'organization', 'polarity': 'negative'}]"
"The instructor's accent can be challenging, but they always encourage us to ask questions.","[{'term': 'instructor', 'polarity': 'negative'}]"
"The instructor's accent can be challenging, but they always encourage us to ask questions.","[{'term': 'content quality', 'polarity': 'positive'}]"
"The instructor's accent can be challenging, but they always encourage us to ask questions.","[{'term': 'motivation', 'polarity': 'positive'}]"
"The instructor's accent can be challenging, but they always encourage us to ask questions.","[{'term': 'organization', 'polarity': 'neutral'}]"
"While I find the instructor's accent tough, the course content is very engaging and well-structured.","[{'term': 'instructor', 'polarity': 'negative'}]"
"While I find the instructor's accent tough, the course content is very engaging and well-structured.","[{'term': 'content quality', 'polarity': 'positive'}]"
"While I find the instructor's accent tough, the course content is very engaging and well-structured.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"While I find the instructor's accent tough, the course content is very engaging and well-structured.","[{'term': 'organization', 'polarity': 'neutral'}]"
"The instructor's accent makes some lessons tricky to follow, yet they manage time perfectly during classes.","[{'term': 'instructor', 'polarity': 'negative'}]"
"The instructor's accent makes some lessons tricky to follow, yet they manage time perfectly during classes.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The instructor's accent makes some lessons tricky to follow, yet they manage time perfectly during classes.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The instructor's accent makes some lessons tricky to follow, yet they manage time perfectly during classes.","[{'term': 'organization', 'polarity': 'positive'}]"
"A lot of homework, but it really helps me understand the material better.","[{'term': 'content quality', 'polarity': 'positive'}]"
"A lot of homework, but it really helps me understand the material better.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"A lot of homework, but it really helps me understand the material better.","[{'term': 'motivation', 'polarity': 'positive'}]"
"A lot of homework, but it really helps me understand the material better.","[{'term': 'organization', 'polarity': 'negative'}]"
"There is a lot of homework, and the instructor never provides feedback.","[{'term': 'content quality', 'polarity': 'negative'}]"
"There is a lot of homework, and the instructor never provides feedback.","[{'term': 'instructor', 'polarity': 'negative'}]"
"There is a lot of homework, and the instructor never provides feedback.","[{'term': 'motivation', 'polarity': 'negative'}]"
